Company: DE
Comparison of Actual vs Predicted Prices:
dates actual predicted
2024-02-22   86.00      86.90     
2024-03-07   88.14      87.30     
2024-03-21   88.77      87.85     
2024-04-05   87.88      88.07     
2024-04-19   87.13      88.64     
2024-05-03   92.88      92.18     
2024-05-17   94.13      91.53     
2024-06-03   92.47      89.60     
2024-06-17   95.95      94.40     
2024-07-02   96.12      92.36     
2024-07-17   99.39      95.52     
2024-07-31   99.19      99.66     
2024-08-14   102.18     98.78     
2024-08-28   105.79     102.87    
2024-09-12   106.34     102.59    
2024-09-26   103.06     101.28    
2024-10-10   99.24      98.28     
2024-10-24   99.74      96.87     
2024-11-07   90.77      95.29     
2024-12-09   N/A        95.61     
2024-12-10   N/A        96.74     
2024-12-11   N/A        96.17     
2024-12-12   N/A        95.02     
2024-12-13   N/A        95.54     
2024-12-16   N/A        92.42     
2024-12-17   N/A        95.70     
2024-12-18   N/A        97.42     
2024-12-19   N/A        95.71     
2024-12-20   N/A        95.29     
2024-12-23   N/A        92.49     
2024-12-24   N/A        91.78     
2024-12-25   N/A        88.99     
2024-12-26   N/A        91.55     

Company: GOOGL
Comparison of Actual vs Predicted Prices:
dates actual predicted
2022-12-23   89.23      91.41     
2023-01-10   88.42      92.85     
2023-01-25   95.22      103.31    
2023-02-08   99.37      101.39    
2023-02-23   90.89      91.15     
2023-03-09   92.32      93.38     
2023-03-23   105.60     108.49    
2023-04-06   108.42     99.81     
2023-04-21   105.41     102.92    
2023-05-05   105.57     96.97     
2023-05-19   122.76     107.12    
2023-06-05   126.01     126.51    
2023-06-20   123.10     115.77    
2023-07-05   121.75     127.73    
2023-07-19   122.03     125.60    
2023-08-02   128.38     127.35    
2023-08-16   128.70     133.52    
2023-08-30   135.88     132.08    
2023-09-14   138.10     141.04    
2023-09-28   132.31     124.25    
2023-10-12   138.97     138.01    
2023-10-26   122.28     137.22    
2023-11-09   130.24     130.97    
2023-11-24   136.69     137.47    
2023-12-08   134.99     125.59    
2023-12-22   141.49     135.24    
2024-01-09   140.95     131.56    
2024-01-24   148.70     154.92    
2024-02-07   145.54     138.00    
2024-02-22   144.09     142.06    
2024-03-07   134.38     122.62    
2024-03-21   147.60     147.16    
2024-04-05   152.50     163.66    
2024-04-19   154.09     155.88    
2024-05-03   167.24     162.99    
2024-05-17   176.06     172.97    
2024-06-03   173.17     173.72    
2024-06-17   177.24     183.11    
2024-07-02   185.24     172.45    
2024-07-17   181.02     166.72    
2024-07-31   171.54     156.45    
2024-08-14   160.37     165.24    
2024-08-28   162.85     165.49    
2024-09-12   154.69     163.57    
2024-09-26   162.73     157.14    
2024-10-10   162.08     171.12    
2024-10-24   162.72     167.71    
2024-11-07   180.75     173.39    
2024-12-09   N/A        170.72    
2024-12-10   N/A        169.75    
2024-12-11   N/A        169.41    
2024-12-12   N/A        170.44    
2024-12-13   N/A        170.98    
2024-12-16   N/A        175.19    
2024-12-17   N/A        177.77    
2024-12-18   N/A        178.24    
2024-12-19   N/A        178.31    
2024-12-20   N/A        173.39    
2024-12-23   N/A        174.67    
2024-12-24   N/A        179.88    
2024-12-25   N/A        181.97    
2024-12-26   N/A        175.01    

Company: ROP
Comparison of Actual vs Predicted Prices:
dates actual predicted
2022-12-23   430.11     399.14    
2023-01-10   443.46     438.10    
2023-01-25   444.23     427.45    
2023-02-08   427.91     405.43    
2023-02-23   431.04     421.76    
2023-03-09   422.80     435.65    
2023-03-23   425.05     426.92    
2023-04-06   435.70     448.82    
2023-04-21   445.41     439.26    
2023-05-05   458.12     479.49    
2023-05-19   457.72     474.94    
2023-06-05   454.89     436.36    
2023-06-20   455.75     476.38    
2023-07-05   476.97     487.57    
2023-07-19   482.63     492.26    
2023-08-02   491.16     494.28    
2023-08-16   495.64     484.39    
2023-08-30   502.62     468.83    
2023-09-14   499.42     485.15    
2023-09-28   487.49     485.47    
2023-10-12   502.30     497.98    
2023-10-26   480.38     508.07    
2023-11-09   509.74     502.36    
2023-11-24   525.59     531.23    
2023-12-08   536.60     551.17    
2023-12-22   542.85     527.79    
2024-01-09   531.52     510.70    
2024-01-24   547.77     555.18    
2024-02-07   548.69     506.94    
2024-02-22   555.31     499.10    
2024-03-07   546.32     512.37    
2024-03-21   556.28     507.06    
2024-04-05   543.01     512.48    
2024-04-19   534.38     494.93    
2024-05-03   517.21     530.69    
2024-05-17   541.89     533.43    
2024-06-03   536.16     501.60    
2024-06-17   553.59     520.62    
2024-07-02   563.11     522.13    
2024-07-17   571.27     518.19    
2024-07-31   544.75     504.46    
2024-08-14   528.00     525.01    
2024-08-28   550.33     530.79    
2024-09-12   551.31     513.13    
2024-09-26   552.50     508.56    
2024-10-10   539.45     499.77    
2024-10-24   542.10     500.38    
2024-11-07   572.26     514.77    
2024-12-09   N/A        497.31    
2024-12-10   N/A        499.57    
2024-12-11   N/A        510.38    
2024-12-12   N/A        509.67    
2024-12-13   N/A        516.70    
2024-12-16   N/A        519.56    
2024-12-17   N/A        515.48    
2024-12-18   N/A        508.24    
2024-12-19   N/A        503.66    
2024-12-20   N/A        514.77    
2024-12-23   N/A        522.97    
2024-12-24   N/A        531.34    
2024-12-25   N/A        532.13    
2024-12-26   N/A        513.22    

Company: ORCL
Comparison of Actual vs Predicted Prices:
dates actual predicted
2022-12-23   80.85      81.37     
2023-01-10   86.50      88.86     
2023-01-25   89.64      89.00     
2023-02-08   86.69      90.53     
2023-02-23   88.58      90.85     
2023-03-09   86.87      90.34     
2023-03-23   87.78      88.77     
2023-04-06   95.92      93.30     
2023-04-21   95.15      102.00    
2023-05-05   96.97      101.60    
2023-05-19   102.84     102.12    
2023-06-05   106.93     110.46    
2023-06-20   122.04     111.07    
2023-07-05   115.96     116.84    
2023-07-19   118.69     116.00    
2023-08-02   115.71     114.00    
2023-08-16   115.34     118.28    
2023-08-30   121.12     111.57    
2023-09-14   113.66     121.14    
2023-09-28   106.15     99.61     
2023-10-12   109.11     109.95    
2023-10-26   100.40     107.16    
2023-11-09   112.18     106.84    
2023-11-24   116.25     118.94    
2023-12-08   113.61     118.50    
2023-12-22   106.20     106.98    
2024-01-09   103.63     100.95    
2024-01-24   114.31     109.80    
2024-02-07   117.27     113.79    
2024-02-22   111.01     114.13    
2024-03-07   114.54     113.15    
2024-03-21   129.01     130.92    
2024-04-05   124.90     127.91    
2024-04-19   114.88     123.13    
2024-05-03   115.80     117.05    
2024-05-17   123.50     127.53    
2024-06-03   119.28     124.02    
2024-06-17   141.31     136.71    
2024-07-02   143.28     143.64    
2024-07-17   139.26     140.77    
2024-07-31   139.45     131.55    
2024-08-14   135.60     128.29    
2024-08-28   137.88     138.17    
2024-09-12   161.38     150.52    
2024-09-26   168.10     164.28    
2024-10-10   175.41     174.46    
2024-10-24   174.38     184.00    
2024-11-07   186.37     175.67    
2024-12-09   N/A        183.82    
2024-12-10   N/A        182.09    
2024-12-11   N/A        180.87    
2024-12-12   N/A        179.55    
2024-12-13   N/A        177.04    
2024-12-16   N/A        179.16    
2024-12-17   N/A        175.96    
2024-12-18   N/A        175.18    
2024-12-19   N/A        174.77    
2024-12-20   N/A        175.67    
2024-12-23   N/A        180.35    
2024-12-24   N/A        182.18    
2024-12-25   N/A        185.78    
2024-12-26   N/A        171.71    

Company: AAPL
Comparison of Actual vs Predicted Prices:
dates actual predicted
2022-12-23   131.86     146.18    
2023-01-10   130.73     108.82    
2023-01-25   141.86     140.37    
2023-02-08   151.92     147.45    
2023-02-23   149.40     152.46    
2023-03-09   150.59     150.40    
2023-03-23   158.93     153.81    
2023-04-06   164.66     162.55    
2023-04-21   165.02     169.41    
2023-05-05   173.57     170.53    
2023-05-19   175.16     173.63    
2023-06-05   179.58     185.20    
2023-06-20   185.01     186.45    
2023-07-05   191.33     193.43    
2023-07-19   195.10     200.49    
2023-08-02   192.58     200.07    
2023-08-16   176.57     189.48    
2023-08-30   187.65     189.31    
2023-09-14   175.74     186.95    
2023-09-28   170.69     180.60    
2023-10-12   180.71     182.79    
2023-10-26   166.89     169.53    
2023-11-09   182.41     188.96    
2023-11-24   189.97     200.06    
2023-12-08   195.71     202.31    
2023-12-22   193.60     199.78    
2024-01-09   185.14     184.21    
2024-01-24   194.50     204.30    
2024-02-07   189.41     196.98    
2024-02-22   184.37     194.10    
2024-03-07   169.00     166.49    
2024-03-21   171.37     177.83    
2024-04-05   169.58     171.96    
2024-04-19   165.00     165.67    
2024-05-03   183.38     166.69    
2024-05-17   189.87     192.20    
2024-06-03   194.03     195.81    
2024-06-17   216.67     206.67    
2024-07-02   220.27     208.09    
2024-07-17   228.88     224.96    
2024-07-31   222.08     197.07    
2024-08-14   221.72     226.71    
2024-08-28   226.49     217.62    
2024-09-12   222.77     198.74    
2024-09-26   227.52     222.30    
2024-10-10   229.04     204.98    
2024-10-24   230.57     211.72    
2024-11-07   227.48     209.10    
2024-12-09   N/A        211.09    
2024-12-10   N/A        207.06    
2024-12-11   N/A        205.42    
2024-12-12   N/A        208.94    
2024-12-13   N/A        211.96    
2024-12-16   N/A        209.74    
2024-12-17   N/A        209.40    
2024-12-18   N/A        205.73    
2024-12-19   N/A        204.65    
2024-12-20   N/A        209.10    
2024-12-23   N/A        210.96    
2024-12-24   N/A        212.06    
2024-12-25   N/A        215.55    
2024-12-26   N/A        216.94    

Company: CARR
Comparison of Actual vs Predicted Prices:
dates actual predicted
2024-01-11   56.86      58.98     
2024-01-26   55.51      55.66     
2024-02-09   56.01      54.36     
2024-02-26   54.00      53.17     
2024-03-11   57.14      57.00     
2024-03-25   57.37      60.61     
2024-04-09   58.11      54.23     
2024-04-23   55.14      52.48     
2024-05-07   64.26      60.54     
2024-05-21   66.22      68.68     
2024-06-05   63.17      65.77     
2024-06-20   64.22      67.07     
2024-07-05   63.24      62.54     
2024-07-19   66.24      70.70     
2024-08-02   63.99      69.96     
2024-08-16   67.38      67.94     
2024-08-30   72.78      70.12     
2024-09-16   77.11      75.04     
2024-09-30   80.49      72.35     
2024-10-14   82.67      73.07     
2024-10-28   75.66      67.05     
2024-11-11   76.29      76.30     
2024-12-09   N/A        72.61     
2024-12-10   N/A        67.05     
2024-12-11   N/A        70.02     
2024-12-12   N/A        71.32     
2024-12-13   N/A        69.17     
2024-12-16   N/A        68.92     
2024-12-17   N/A        71.17     
2024-12-18   N/A        70.57     
2024-12-19   N/A        70.27     
2024-12-20   N/A        73.19     
2024-12-23   N/A        76.63     
2024-12-24   N/A        76.30     
2024-12-25   N/A        78.04     
2024-12-26   N/A        78.14     

Company: ALGN
Comparison of Actual vs Predicted Prices:
dates actual predicted
2022-12-23   203.67     195.28    
2023-01-10   232.25     201.74    
2023-01-25   252.08     244.41    
2023-02-08   334.83     353.29    
2023-02-23   305.46     333.29    
2023-03-09   321.64     353.60    
2023-03-23   311.48     356.00    
2023-04-06   323.14     363.58    
2023-04-21   355.14     344.87    
2023-05-05   313.64     320.23    
2023-05-19   290.99     301.14    
2023-06-05   305.15     310.10    
2023-06-20   331.43     325.01    
2023-07-05   336.82     377.24    
2023-07-19   342.58     378.82    
2023-08-02   367.40     367.56    
2023-08-16   358.54     383.07    
2023-08-30   370.86     378.49    
2023-09-14   332.84     361.38    
2023-09-28   307.51     320.03    
2023-10-12   268.00     296.82    
2023-10-26   190.56     262.68    
2023-11-09   187.34     209.27    
2023-11-24   219.48     210.30    
2023-12-08   221.23     219.76    
2023-12-22   271.87     261.13    
2024-01-09   277.52     260.71    
2024-01-24   257.07     265.23    
2024-02-07   284.73     295.05    
2024-02-22   316.56     309.44    
2024-03-07   310.80     328.26    
2024-03-21   321.27     297.81    
2024-04-05   317.58     324.23    
2024-04-19   298.98     328.45    
2024-05-03   287.87     304.39    
2024-05-17   271.50     290.39    
2024-06-03   254.53     249.41    
2024-06-17   245.52     271.06    
2024-07-02   239.74     240.73    
2024-07-17   250.58     250.99    
2024-07-31   231.88     219.72    
2024-08-14   220.03     228.57    
2024-08-28   230.93     219.64    
2024-09-12   228.86     224.38    
2024-09-26   249.46     261.47    
2024-10-10   229.65     227.73    
2024-10-24   216.42     227.60    
2024-11-07   222.18     220.59    
2024-12-09   N/A        210.48    
2024-12-10   N/A        223.42    
2024-12-11   N/A        220.49    
2024-12-12   N/A        239.20    
2024-12-13   N/A        226.19    
2024-12-16   N/A        211.55    
2024-12-17   N/A        205.62    
2024-12-18   N/A        206.15    
2024-12-19   N/A        216.81    
2024-12-20   N/A        220.59    
2024-12-23   N/A        220.09    
2024-12-24   N/A        234.41    
2024-12-25   N/A        226.84    
2024-12-26   N/A        224.19    

Company: V
Comparison of Actual vs Predicted Prices:
dates actual predicted
2022-12-23   205.83     206.13    
2023-01-10   221.09     220.03    
2023-01-25   224.90     227.89    
2023-02-08   230.20     240.54    
2023-02-23   221.13     210.90    
2023-03-09   220.01     224.60    
2023-03-23   222.59     234.15    
2023-04-06   225.99     224.50    
2023-04-21   234.05     233.06    
2023-05-05   231.78     220.36    
2023-05-19   233.31     232.08    
2023-06-05   226.77     225.60    
2023-06-20   226.47     231.88    
2023-07-05   239.45     243.84    
2023-07-19   241.42     259.18    
2023-08-02   237.56     229.77    
2023-08-16   239.29     252.81    
2023-08-30   246.23     253.28    
2023-09-14   241.50     260.51    
2023-09-28   231.66     229.55    
2023-10-12   236.78     234.91    
2023-10-26   231.28     229.33    
2023-11-09   241.64     236.06    
2023-11-24   254.30     247.42    
2023-12-08   255.74     268.94    
2023-12-22   258.43     260.84    
2024-01-09   263.33     266.76    
2024-01-24   271.65     270.91    
2024-02-07   279.39     275.34    
2024-02-22   283.75     281.52    
2024-03-07   278.26     287.44    
2024-03-21   290.37     293.00    
2024-04-05   277.14     292.87    
2024-04-19   269.78     276.77    
2024-05-03   268.49     272.52    
2024-05-17   280.10     283.69    
2024-06-03   270.38     271.21    
2024-06-17   271.17     282.05    
2024-07-02   268.23     272.04    
2024-07-17   272.70     271.70    
2024-07-31   265.67     261.36    
2024-08-14   261.14     253.98    
2024-08-28   269.19     265.26    
2024-09-12   285.37     283.82    
2024-09-26   271.69     283.51    
2024-10-10   277.47     279.06    
2024-10-24   283.22     290.64    
2024-11-07   305.80     303.15    
2024-12-09   N/A        292.31    
2024-12-10   N/A        292.56    
2024-12-11   N/A        297.55    
2024-12-12   N/A        297.66    
2024-12-13   N/A        293.90    
2024-12-16   N/A        301.54    
2024-12-17   N/A        306.41    
2024-12-18   N/A        303.18    
2024-12-19   N/A        300.84    
2024-12-20   N/A        303.15    
2024-12-23   N/A        305.58    
2024-12-24   N/A        313.71    
2024-12-25   N/A        297.55    
2024-12-26   N/A        284.70    

Company: HSY
Comparison of Actual vs Predicted Prices:
dates actual predicted
2022-12-23   235.88     226.60    
2023-01-10   224.78     213.74    
2023-01-25   220.99     220.44    
2023-02-08   234.84     239.01    
2023-02-23   240.47     235.25    
2023-03-09   238.62     232.23    
2023-03-23   243.98     247.47    
2023-04-06   259.87     258.70    
2023-04-21   260.85     257.20    
2023-05-05   275.33     252.78    
2023-05-19   266.04     246.27    
2023-06-05   259.48     241.97    
2023-06-20   258.46     260.66    
2023-07-05   248.81     253.88    
2023-07-19   242.66     244.92    
2023-08-02   233.19     237.81    
2023-08-16   219.49     231.10    
2023-08-30   217.31     215.04    
2023-09-14   211.79     199.33    
2023-09-28   201.84     199.11    
2023-10-12   187.65     196.67    
2023-10-26   189.05     191.90    
2023-11-09   188.62     188.96    
2023-11-24   191.68     186.34    
2023-12-08   185.74     193.91    
2023-12-22   182.52     176.86    
2024-01-09   193.09     190.50    
2024-01-24   189.31     187.03    
2024-02-07   194.26     187.89    
2024-02-22   193.54     195.19    
2024-03-07   192.52     181.92    
2024-03-21   199.31     206.88    
2024-04-05   193.74     199.86    
2024-04-19   185.02     192.53    
2024-05-03   197.92     187.84    
2024-05-17   207.04     205.88    
2024-06-03   196.42     190.68    
2024-06-17   183.05     193.48    
2024-07-02   184.65     181.50    
2024-07-17   194.00     189.22    
2024-07-31   197.48     191.42    
2024-08-14   200.61     197.99    
2024-08-28   191.59     197.15    
2024-09-12   198.46     198.66    
2024-09-26   190.52     192.80    
2024-10-10   187.57     194.09    
2024-10-24   182.20     184.99    
2024-11-07   172.85     181.11    
2024-12-09   N/A        187.47    
2024-12-10   N/A        186.80    
2024-12-11   N/A        187.70    
2024-12-12   N/A        187.11    
2024-12-13   N/A        180.89    
2024-12-16   N/A        181.25    
2024-12-17   N/A        178.85    
2024-12-18   N/A        181.70    
2024-12-19   N/A        182.99    
2024-12-20   N/A        181.11    
2024-12-23   N/A        178.78    
2024-12-24   N/A        169.66    
2024-12-25   N/A        169.52    
2024-12-26   N/A        174.33    

Company: MMM
Comparison of Actual vs Predicted Prices:
dates actual predicted
2022-12-23   100.45     105.91    
2023-01-10   107.13     104.85    
2023-01-25   94.42      101.24    
2023-02-08   96.36      97.29     
2023-02-23   91.06      95.40     
2023-03-09   88.23      92.32     
2023-03-23   84.45      87.10     
2023-04-06   84.92      86.43     
2023-04-21   87.36      88.38     
2023-05-05   86.41      86.04     
2023-05-19   82.80      82.68     
2023-06-05   81.92      78.51     
2023-06-20   85.54      85.86     
2023-07-05   82.47      82.35     
2023-07-19   86.52      83.36     
2023-08-02   91.06      93.48     
2023-08-16   84.27      87.05     
2023-08-30   87.33      86.22     
2023-09-14   85.55      88.81     
2023-09-28   77.98      78.36     
2023-10-12   74.43      74.45     
2023-10-26   74.12      73.97     
2023-11-09   76.67      77.40     
2023-11-24   80.23      78.54     
2023-12-08   86.43      85.56     
2023-12-22   88.90      86.50     
2024-01-09   91.22      92.92     
2024-01-24   77.96      92.71     
2024-02-07   78.46      78.16     
2024-02-22   77.12      76.31     
2024-03-07   77.44      76.96     
2024-03-21   90.19      88.71     
2024-04-05   91.03      92.62     
2024-04-19   92.27      93.27     
2024-05-03   97.15      98.09     
2024-05-17   105.26     99.85     
2024-06-03   99.76      100.18    
2024-06-17   100.53     102.60    
2024-07-02   101.62     101.57    
2024-07-17   104.64     104.13    
2024-07-31   127.55     116.42    
2024-08-14   126.17     128.93    
2024-08-28   131.61     133.04    
2024-09-12   132.03     130.81    
2024-09-26   139.44     137.35    
2024-10-10   133.46     142.81    
2024-10-24   126.47     130.32    
2024-11-07   133.07     129.28    
2024-12-09   N/A        123.92    
2024-12-10   N/A        126.21    
2024-12-11   N/A        123.59    
2024-12-12   N/A        127.36    
2024-12-13   N/A        125.38    
2024-12-16   N/A        129.32    
2024-12-17   N/A        127.16    
2024-12-18   N/A        128.73    
2024-12-19   N/A        117.31    
2024-12-20   N/A        129.28    
2024-12-23   N/A        134.94    
2024-12-24   N/A        136.25    
2024-12-25   N/A        137.34    
2024-12-26   N/A        134.02    

Company: SPG
Comparison of Actual vs Predicted Prices:
dates actual predicted
2022-12-23   117.91     120.17    
2023-01-10   116.85     117.92    
2023-01-25   125.19     122.54    
2023-02-08   124.24     130.67    
2023-02-23   122.30     129.59    
2023-03-09   117.30     127.10    
2023-03-23   102.38     116.54    
2023-04-06   109.77     112.98    
2023-04-21   110.66     116.80    
2023-05-05   109.55     110.85    
2023-05-19   105.36     109.81    
2023-06-05   106.55     109.37    
2023-06-20   110.73     114.94    
2023-07-05   118.21     122.20    
2023-07-19   123.41     121.93    
2023-08-02   124.06     129.07    
2023-08-16   115.61     119.56    
2023-08-30   113.51     117.81    
2023-09-14   117.38     120.45    
2023-09-28   108.83     116.83    
2023-10-12   107.35     110.97    
2023-10-26   106.32     108.94    
2023-11-09   113.79     116.11    
2023-11-24   120.84     124.01    
2023-12-08   132.88     131.47    
2023-12-22   142.30     148.53    
2024-01-09   142.15     149.44    
2024-01-24   141.49     144.45    
2024-02-07   143.44     141.22    
2024-02-22   151.51     147.56    
2024-03-07   149.70     149.64    
2024-03-21   155.81     153.55    
2024-04-05   150.15     151.61    
2024-04-19   140.44     144.01    
2024-05-03   142.93     146.86    
2024-05-17   148.79     147.65    
2024-06-03   151.60     151.00    
2024-06-17   147.67     152.25    
2024-07-02   147.78     147.67    
2024-07-17   154.90     151.58    
2024-07-31   153.44     152.61    
2024-08-14   156.82     151.35    
2024-08-28   167.71     159.40    
2024-09-12   163.74     155.84    
2024-09-26   166.41     165.59    
2024-10-10   167.83     159.57    
2024-10-24   173.40     178.98    
2024-11-07   175.75     167.88    
2024-12-09   N/A        179.12    
2024-12-10   N/A        180.28    
2024-12-11   N/A        176.27    
2024-12-12   N/A        177.41    
2024-12-13   N/A        172.31    
2024-12-16   N/A        170.62    
2024-12-17   N/A        167.69    
2024-12-18   N/A        163.80    
2024-12-19   N/A        165.03    
2024-12-20   N/A        167.88    
2024-12-23   N/A        174.55    
2024-12-24   N/A        178.01    
2024-12-25   N/A        185.46    
2024-12-26   N/A        191.81    

Company: MA
Comparison of Actual vs Predicted Prices:
dates actual predicted
2022-12-23   343.60     338.53    
2023-01-10   371.01     356.23    
2023-01-25   382.39     377.81    
2023-02-08   370.35     370.23    
2023-02-23   355.53     362.34    
2023-03-09   354.44     351.46    
2023-03-23   354.37     352.22    
2023-04-06   361.47     361.03    
2023-04-21   375.24     363.27    
2023-05-05   384.66     380.66    
2023-05-19   385.57     402.25    
2023-06-05   370.52     363.65    
2023-06-20   374.62     373.64    
2023-07-05   394.73     388.67    
2023-07-19   398.27     429.18    
2023-08-02   390.02     365.95    
2023-08-16   394.37     403.45    
2023-08-30   413.91     422.62    
2023-09-14   413.34     397.94    
2023-09-28   399.44     396.88    
2023-10-12   399.90     399.82    
2023-10-26   364.59     353.62    
2023-11-09   387.96     372.39    
2023-11-24   412.50     384.25    
2023-12-08   412.16     407.31    
2023-12-22   424.10     414.36    
2024-01-09   422.60     429.71    
2024-01-24   438.70     431.32    
2024-02-07   461.91     452.56    
2024-02-22   471.56     449.16    
2024-03-07   467.54     479.01    
2024-03-21   488.64     489.41    
2024-04-05   477.15     506.81    
2024-04-19   455.39     473.83    
2024-05-03   443.58     429.76    
2024-05-17   460.27     464.11    
2024-06-03   443.19     443.06    
2024-06-17   448.11     449.73    
2024-07-02   444.65     452.57    
2024-07-17   451.16     444.94    
2024-07-31   463.71     449.32    
2024-08-14   460.16     449.55    
2024-08-28   471.80     479.77    
2024-09-12   492.11     502.15    
2024-09-26   491.27     474.95    
2024-10-10   498.02     511.35    
2024-10-24   510.62     471.40    
2024-11-07   517.88     466.52    
2024-12-09   N/A        474.76    
2024-12-10   N/A        470.75    
2024-12-11   N/A        466.78    
2024-12-12   N/A        465.87    
2024-12-13   N/A        464.84    
2024-12-16   N/A        465.69    
2024-12-17   N/A        458.12    
2024-12-18   N/A        460.08    
2024-12-19   N/A        466.61    
2024-12-20   N/A        466.52    
2024-12-23   N/A        484.35    
2024-12-24   N/A        477.91    
2024-12-25   N/A        463.46    
2024-12-26   N/A        481.19    

